timestamp,pos_x,pos_y,pos_z,orient_x,orient_y,orient_z,orient_w,linear_x,linear_y,linear_z,angular_x,angular_y,angular_z
28.102,-0.201457106,0.977094718,-16.05840786,0.018547088,-0.009449229,0.831548928,0.555061345,-0.207590522,0.380239143,-0.405156962,0.004921078,-0.014517146,-0.481228218
28.152,-0.211959819,0.996332008,-16.07869561,0.018655708,-0.010733106,0.824223915,0.565854842,-0.212198817,0.38932145,-0.406311229,0.072223469,-0.013747911,-0.557265862
28.202,-0.222627239,1.015985162,-16.09904017,0.019557711,-0.013117348,0.816314603,0.577127282,-0.213638933,0.395185927,-0.407426864,0.103145462,-0.016844852,-0.517288008
28.252,-0.233298693,1.03580068,-16.11944368,0.020346796,-0.015575872,0.809769344,0.586188544,-0.213356142,0.397380918,-0.408719824,0.081218282,-0.022938611,-0.380553026
28.302,-0.243950214,1.055671233,-16.13992701,0.020527705,-0.0170616,0.804718202,0.5930566,-0.212395391,0.396545415,-0.410708548,0.013033781,-0.016324886,-0.33800992
28.352,-0.254505047,1.075413549,-16.16053547,0.019689151,-0.016707935,0.799080993,0.600668584,-0.209653884,0.393301278,-0.413651933,-0.075222512,-0.000577265,-0.429997033
28.402,-0.264892648,1.095019575,-16.18130984,0.018037024,-0.014647366,0.791762012,0.610387612,-0.205908514,0.391294738,-0.417260068,-0.130706628,0.017516924,-0.527185616
28.452,-0.275073694,1.114538464,-16.20227516,0.01620218,-0.011813733,0.783484676,0.621087504,-0.201345305,0.389195222,-0.421237184,-0.136481141,0.026162067,-0.533864396
28.502,-0.285014905,1.133925469,-16.22343298,0.014685743,-0.009312527,0.775423648,0.631201847,-0.196549805,0.38651854,-0.424679985,-0.094930426,0.021089888,-0.51178308
28.552,-0.294715726,1.153182336,-16.24472846,0.013909299,-0.008160195,0.76693947,0.64151679,-0.191571991,0.383730091,-0.426901138,-0.022077976,0.005487107,-0.565554161
28.602,-0.304151491,1.172297518,-16.26611676,0.014007463,-0.008797802,0.756996688,0.653209311,-0.185991009,0.38115495,-0.428542007,0.055232346,-0.012385255,-0.662018178
28.652,-0.313295239,1.191318357,-16.28758232,0.014926183,-0.010997065,0.745185518,0.666599443,-0.179957155,0.380086711,-0.429982894,0.111823595,-0.022195506,-0.76178496
28.702,-0.32212567,1.21025166,-16.30911831,0.016210418,-0.013844739,0.732118351,0.68084379,-0.173438061,0.376060424,-0.431467698,0.106069685,-0.024250354,-0.755450387
28.752,-0.330631747,1.228865708,-16.33074032,0.016802683,-0.015849195,0.720082463,0.693503943,-0.16717019,0.368940966,-0.433412349,0.037263943,-0.018875899,-0.640168643
28.802,-0.338858839,1.247161744,-16.35245803,0.016216691,-0.01616904,0.709870963,0.703959372,-0.162505329,0.363357664,-0.435041177,-0.04900547,-0.004659991,-0.548703424
28.852,-0.346882004,1.265205783,-16.37423645,0.014491482,-0.014781709,0.700301848,0.713546648,-0.158405261,0.3586471,-0.436010763,-0.118770399,0.007751393,-0.549991217
28.902,-0.354678104,1.283054983,-16.39606357,0.012094222,-0.012445057,0.690001647,0.723599735,-0.153604178,0.355987802,-0.437152792,-0.136702712,0.015590434,-0.602652528
28.952,-0.362226538,1.300852547,-16.41796253,0.010113111,-0.010236279,0.678431322,0.734522896,-0.148456716,0.356353362,-0.438778562,-0.091173831,0.023753817,-0.668196307
29.002,-0.369512757,1.318728762,-16.4399438,0.009513168,-0.009122846,0.665530969,0.746253846,-0.143348954,0.358867428,-0.440351895,-0.002440862,0.028065096,-0.7163336
29.052,-0.376571189,1.336766445,-16.46199176,0.010740777,-0.009554266,0.651992074,0.758089498,-0.139421604,0.362563241,-0.441415545,0.092818368,0.029527909,-0.711997598
29.102,-0.383456214,1.354967627,-16.48406414,0.013320374,-0.011296479,0.639018505,0.768993048,-0.135958637,0.364606246,-0.441103943,0.139390124,0.012360229,-0.627885465
29.152,-0.390152337,1.373222944,-16.50607786,0.015599154,-0.013756021,0.628172308,0.77779624,-0.132041981,0.366089796,-0.439447887,0.119845235,-0.026054907,-0.496143352
29.202,-0.396691056,1.391603856,-16.52801236,0.016638675,-0.016044163,0.619372203,0.784757169,-0.130199301,0.368986868,-0.438170521,0.05724745,-0.036096016,-0.423787372
29.252,-0.403194862,1.410126029,-16.54991112,0.016376894,-0.016907295,0.610928544,0.791335741,-0.129909529,0.371750397,-0.437957398,-0.026419464,-0.00848891,-0.446970469
29.302,-0.409661087,1.428826185,-16.57182058,0.015100682,-0.01594602,0.601434173,0.798620454,-0.128553148,0.376776419,-0.438472172,-0.087239615,0.027384498,-0.508288254
29.352,-0.416018747,1.447877731,-16.5937654,0.013615898,-0.013903365,0.590615524,0.806718418,-0.125581077,0.385432606,-0.439325031,-0.091731689,0.050777501,-0.568827259
29.402,-0.422174031,1.467343217,-16.61576173,0.012602358,-0.011905876,0.57805178,0.815815893,-0.120414394,0.391784421,-0.440568339,-0.064190304,0.049076649,-0.681164689
29.452,-0.42801075,1.48699916,-16.63783005,0.011984038,-0.010736023,0.56251874,0.826627962,-0.113099994,0.393973279,-0.442123777,-0.026408965,0.022523963,-0.825531639
29.502,-0.433449815,1.506734465,-16.65997683,0.011752381,-0.010878942,0.54405546,0.83889641,-0.104667227,0.395571498,-0.443658354,0.020826361,-0.013164645,-0.933609987
29.552,-0.438468367,1.526571718,-16.68219482,0.01205287,-0.012329391,0.52371586,0.851718505,-0.096574126,0.397924198,-0.444963755,0.063608401,-0.036530172,-0.977338565
29.602,-0.443123034,1.546445833,-16.70447586,0.012663104,-0.0142868,0.503469182,0.863802244,-0.090295577,0.395708046,-0.446280348,0.055676826,-0.035516599,-0.885038811
29.652,-0.447499711,1.566083468,-16.72683113,0.012650843,-0.015440231,0.486209674,0.873614164,-0.08487617,0.390115859,-0.447913129,-0.001711476,-0.014271837,-0.707470358
29.702,-0.45156822,1.585507584,-16.74927382,0.011711504,-0.015258101,0.472635188,0.881048245,-0.077716952,0.387812451,-0.44973694,-0.054643723,0.011968757,-0.544786754
29.752,-0.455216845,1.604929203,-16.77180984,0.010305953,-0.014129718,0.461960757,0.886727916,-0.068317434,0.389400839,-0.451637638,-0.072133296,0.028512651,-0.439526981
29.802,-0.458368528,1.624484,-16.79444136,0.009104855,-0.012799218,0.452686087,0.891531597,-0.058201472,0.392843845,-0.453536172,-0.050446196,0.032677241,-0.410333495
29.852,-0.461034206,1.644221213,-16.81716487,0.008727308,-0.011892235,0.443070056,0.896365625,-0.049039438,0.396335518,-0.455300826,-0.002578844,0.02938385,-0.461460801
29.902,-0.463254691,1.664121252,-16.83995923,0.009368762,-0.01179751,0.431618425,0.901930474,-0.039982717,0.399628111,-0.456191683,0.048768811,0.010063464,-0.55451633
29.952,-0.464990432,1.684208484,-16.86276695,0.01068736,-0.012862053,0.417978273,0.908303094,-0.029551941,0.403954928,-0.456001954,0.086506023,-0.025155447,-0.642353689
30.002,-0.466151188,1.704552079,-16.88555207,0.012201327,-0.015041342,0.402543534,0.915195929,-0.016956447,0.409808861,-0.455414713,0.101337341,-0.05947987,-0.701705356
30.052,-0.466620489,1.725225164,-16.90830586,0.013443012,-0.017863713,0.386057064,0.922203945,-0.002097309,0.417021742,-0.454755532,0.089563491,-0.078136648,-0.725606088
30.102,-0.466356609,1.7461941,-16.93102203,0.013879617,-0.020417919,0.368457366,0.929316757,0.011404129,0.420180323,-0.453878165,0.031309478,-0.060225207,-0.813128663
30.152,-0.465481911,1.767159358,-16.95369808,0.012758376,-0.021405383,0.347819505,0.937230295,0.023162126,0.418074857,-0.453327013,-0.056697867,-0.008217091,-0.950122601
30.202,-0.464057465,1.787969076,-16.97637097,0.010239851,-0.020225578,0.32463587,0.945567355,0.03266339,0.414301556,-0.453755332,-0.123829583,0.065240381,-0.997864302
30.252,-0.462243568,1.808574079,-16.99908925,0.00731022,-0.016934748,0.301571121,0.953265249,0.039318256,0.409936096,-0.45501122,-0.142575475,0.131741636,-0.936937751
30.302,-0.46013006,1.828922621,-17.02188222,0.00488345,-0.012545728,0.280747376,0.959687276,0.04486628,0.403675631,-0.456714441,-0.1198993,0.155814356,-0.800436991
30.352,-0.457730761,1.848913263,-17.04476722,0.003408763,-0.008518722,0.263542291,0.964604205,0.051130507,0.396391841,-0.458601103,-0.06518925,0.123621172,-0.63821698
30.402,-0.454970536,1.868577624,-17.06774197,0.003243786,-0.0063498,0.250010118,0.968216969,0.059362449,0.390866567,-0.460254549,0.014409381,0.042562411,-0.492962993
30.452,-0.451777776,1.888012271,-17.09078707,0.004484376,-0.006933029,0.239198296,0.97093563,0.067615151,0.386653552,-0.461412955,0.090547737,-0.052759035,-0.419292408
30.502,-0.448263631,1.907199686,-17.11387138,0.006571862,-0.009737433,0.228578578,0.973454584,0.071957883,0.380560328,-0.461789688,0.117870396,-0.107709445,-0.473836118
30.552,-0.44460082,1.926031254,-17.13695924,0.008395377,-0.013160176,0.215476784,0.976384188,0.074608347,0.372983488,-0.461725561,0.089456125,-0.108181252,-0.59861924
30.602,-0.440766363,1.944491983,-17.16004665,0.009159978,-0.015824995,0.199209507,0.979786322,0.078822002,0.365801237,-0.461826451,0.030746689,-0.067326538,-0.726933931
30.652,-0.436692239,1.962601788,-17.18314947,0.00859822,-0.016793277,0.179746371,0.983532053,0.084103026,0.35892084,-0.462340743,-0.033007725,0.002049606,-0.853331524
30.702,-0.432296157,1.980378176,-17.2062844,0.00691942,-0.015806046,0.157468616,0.987373245,0.092138669,0.352466391,-0.463006108,-0.079557107,0.064581287,-0.9438458
30.752,-0.427408678,1.997833626,-17.22945387,0.00462855,-0.013605413,0.133389862,0.990959441,0.103235356,0.345959588,-0.463798257,-0.093432019,0.090638687,-0.999628971
30.802,-0.421922767,2.014959368,-17.25267038,0.002503713,-0.011306369,0.108102167,0.994072341,0.115949296,0.339329937,-0.464847295,-0.068423759,0.075140537,-1.034854051
30.852,-0.415759296,2.031752461,-17.27594118,0.001286111,-0.009996264,0.082160675,0.996568133,0.130317437,0.332645409,-0.465924017,-0.016514694,0.022462146,-1.046261229
30.902,-0.408841933,2.048205839,-17.29925695,0.001322212,-0.010388683,0.056286542,0.998359731,0.145824632,0.325694196,-0.466547781,0.037507102,-0.047253227,-1.021652901
30.952,-0.401124539,2.064300886,-17.32258641,0.002386144,-0.012478948,0.031437844,0.999424957,0.162535884,0.318336196,-0.466557007,0.071198943,-0.10564795,-0.967174839
31.002,-0.392639707,2.080010815,-17.34591004,0.003881031,-0.015369505,0.008936361,0.999834415,0.174737562,0.310261889,-0.466429165,0.071779258,-0.101728241,-0.81240539
31.052,-0.383662061,2.095314979,-17.3692317,0.005080509,-0.017268417,-0.008735459,0.999799821,0.184603139,0.302355481,-0.466446238,0.045865722,-0.043191133,-0.614783813
31.102,-0.374080146,2.110240582,-17.39255586,0.005535405,-0.017615019,-0.022006051,0.999587317,0.198970388,0.295025694,-0.466527301,0.009735132,0.014873056,-0.46080109
31.152,-0.363674327,2.124814072,-17.4158868,0.005148492,-0.016814177,-0.032230466,0.999325759,0.216840574,0.28831457,-0.466732184,-0.021035916,0.047825578,-0.375516554
31.202,-0.352435941,2.139058304,-17.4392323,0.004160174,-0.015407081,-0.042015909,0.998989479,0.230608955,0.281593213,-0.467096527,-0.038388155,0.071244945,-0.43675165
31.252,-0.340681274,2.152941554,-17.4626021,0.002833986,-0.013519714,-0.054960166,0.998392992,0.238798976,0.273831359,-0.467733596,-0.042652874,0.082508867,-0.599958185
31.302,-0.328564066,2.166400626,-17.48601085,0.001512039,-0.011759601,-0.072083215,0.997328148,0.245494425,0.264738134,-0.468596879,-0.034967583,0.062060841,-0.763052638
31.352,-0.316140724,2.179389282,-17.50946412,0.000556322,-0.010813645,-0.092950691,0.995611834,0.250867615,0.255142389,-0.46949718,-0.015572833,0.019773179,-0.904277402
31.402,-0.303511455,2.191892257,-17.53296153,0.000228499,-0.01088038,-0.116979505,0.9930747,0.253872472,0.245326772,-0.470348721,0.008266719,-0.020585586,-1.006218872
31.452,-0.290827111,2.203913421,-17.55649988,0.000521964,-0.011529565,-0.141553706,0.989863296,0.252359255,0.23618024,-0.471164081,0.029304441,-0.026745969,-0.957261991
31.502,-0.278294249,2.215504199,-17.58007768,0.001236289,-0.011795254,-0.164235511,0.986349857,0.249893093,0.227617238,-0.471867582,0.041990908,-0.00633076,-0.889677836
31.552,-0.26576232,2.226634116,-17.6036848,0.001963636,-0.011636008,-0.185698181,0.98253597,0.251905819,0.217737702,-0.472393817,0.035358539,0.005607125,-0.85989964
31.602,-0.253063541,2.237256296,-17.62731817,0.002334285,-0.011350729,-0.206360027,0.978407508,0.255865369,0.207899766,-0.472926532,0.019218246,0.010594696,-0.814193083
31.652,-0.240142504,2.247415426,-17.65097852,0.002330448,-0.011082355,-0.225150624,0.974258152,0.261359582,0.198609746,-0.473455502,0.002189162,0.007389006,-0.729229957
31.702,-0.226933392,2.257103854,-17.67466496,0.0019633,-0.011031543,-0.242580393,0.970066598,0.266013975,0.189577751,-0.473997447,-0.01078808,0.006158298,-0.728398861
31.752,-0.213567438,2.266360218,-17.69838043,0.001368733,-0.010916742,-0.26103847,0.965265698,0.268514428,0.180891619,-0.474601247,-0.015229582,0.012221469,-0.798063064
31.802,-0.200063153,2.275151809,-17.72212622,0.000657465,-0.010753942,-0.281106152,0.9596162,0.271749248,0.170877028,-0.475201086,-0.018145285,0.010727824,-0.864298537
31.852,-0.186363679,2.283388883,-17.74590075,-0.000116747,-0.010775631,-0.302238272,0.953171495,0.276217529,0.158682958,-0.475745646,-0.023827263,-1.66E-05,-0.894782989
31.902,-0.172416815,2.290972531,-17.76969609,-0.000938059,-0.011142403,-0.323293433,0.9462327,0.281532666,0.14523108,-0.475960375,-0.028189738,-0.013306405,-0.869672899
31.952,-0.158178361,2.297873162,-17.79349084,-0.001660136,-0.011811679,-0.343015069,0.939254167,0.288046621,0.131117336,-0.475813444,-0.026136299,-0.02617221,-0.803728679
32.002,-0.143581874,2.304032007,-17.81727178,-0.002175327,-0.012719154,-0.361191888,0.932402226,0.295510029,0.115670934,-0.475370718,-0.021283675,-0.034692617,-0.763089737
32.052,-0.128646736,2.309419754,-17.84102596,-0.002485461,-0.013559578,-0.379198516,0.925212649,0.301087511,0.100774692,-0.474862942,-0.006784905,-0.026368736,-0.800451333
32.102,-0.113482379,2.314076566,-17.86476082,-0.002538703,-0.013871925,-0.398398499,0.917104008,0.305616825,0.085567184,-0.47456391,0.009352297,-0.009751243,-0.857014825
32.152,-0.098043318,2.317885697,-17.88848329,-0.00257062,-0.013847362,-0.418218599,0.908237219,0.311955939,0.066985109,-0.474352221,0.005926578,-0.003581542,-0.873795537
32.202,-0.082312152,2.320754204,-17.91219853,-0.002814645,-0.013771716,-0.438444429,0.898648374,0.316254402,0.049239614,-0.474307125,0.002804466,0.004566577,-0.929039123
32.252,-0.066462414,2.322813803,-17.93591778,-0.003144603,-0.013374428,-0.46016575,0.887726714,0.317439087,0.033840754,-0.474482503,0.008731825,0.017518201,-1.010289396
32.302,-0.050593077,2.324108062,-17.95964956,-0.003516033,-0.012665017,-0.483038657,0.875500366,0.317004096,0.018552457,-0.474797445,0.011624723,0.027074702,-1.053859646
32.352,-0.034791057,2.324630252,-17.98339979,-0.003987802,-0.011778787,-0.505882177,0.862512945,0.314936038,0.002843977,-0.475205949,0.008027342,0.032447062,-1.040113246
32.402,-0.019111143,2.32434765,-18.0071714,-0.004598668,-0.010971378,-0.527537438,0.849448488,0.31242323,-0.013586191,-0.475639423,-0.001515425,0.026434164,-0.98006883
32.452,-0.003539,2.323201308,-18.03096319,-0.005283756,-0.010650278,-0.547398331,0.83678774,0.310747744,-0.032164704,-0.475990903,-0.020842434,0.004325088,-0.910454712
32.502,0.011973305,2.321082281,-18.05476859,-0.006011403,-0.011215187,-0.565935556,0.824351277,0.309779503,-0.051316277,-0.476201232,-0.037781822,-0.027938534,-0.889838592
32.552,0.027416281,2.318080081,-18.0785823,-0.006424494,-0.012449045,-0.5844868,0.811282274,0.307643241,-0.067658865,-0.476334771,-0.031497891,-0.050860319,-0.931569938
32.602,0.042711333,2.314288525,-18.10240109,-0.00640278,-0.013703902,-0.603675535,0.797086605,0.304255915,-0.083754207,-0.476394675,-0.015355511,-0.052472357,-0.96665355
32.652,0.05783114,2.309623452,-18.12621984,-0.006258983,-0.01461079,-0.622740058,0.782267326,0.300644789,-0.102602202,-0.476338672,-0.008289374,-0.036566612,-0.959360823
32.702,0.07273782,2.304031531,-18.15003597,-0.006326005,-0.014886707,-0.640518856,0.767772078,0.295412654,-0.119250029,-0.476348197,0.008666709,-0.001357247,-0.856238501
32.752,0.087347566,2.297678739,-18.173857,-0.006535665,-0.014058109,-0.655369588,0.755149229,0.289247501,-0.135041155,-0.476485387,0.02682795,0.036734127,-0.717514669
32.802,0.101652637,2.290450201,-18.19768523,-0.007087965,-0.012622674,-0.667992862,0.744026858,0.283248542,-0.153285313,-0.476650314,0.021593393,0.054403221,-0.649190085
32.852,0.115648724,2.282369988,-18.22152449,-0.007847388,-0.011236841,-0.68020335,0.732895323,0.276588084,-0.168332541,-0.476938047,0.015507802,0.047713003,-0.692138509
32.902,0.129269632,2.273662589,-18.2453818,-0.00841048,-0.010134269,-0.693796095,0.720051067,0.268326876,-0.179086016,-0.477349615,0.015439879,0.026753814,-0.804711846
32.952,0.142447714,2.264456011,-18.2692603,-0.008611195,-0.00949786,-0.709150381,0.704940689,0.259116027,-0.188723259,-0.477767554,0.009357388,-0.001238202,-0.911510282
33.002,0.15516064,2.254780991,-18.29315841,-0.008473643,-0.009509167,-0.725837668,0.687748103,0.249762772,-0.197926761,-0.478127141,-0.002026701,-0.029692161,-0.996787538
33.052,0.167393558,2.244633938,-18.31707159,-0.008172654,-0.010141601,-0.743261218,0.668874515,0.239810266,-0.207782232,-0.478365181,-0.017824638,-0.044810132,-1.049208737
33.102,0.179115093,2.233963737,-18.34098243,-0.008077266,-0.011121323,-0.760793897,0.648847994,0.229446476,-0.218733945,-0.47788439,-0.032465197,-0.036817067,-1.075296761
33.152,0.190314297,2.222718995,-18.36484634,-0.008515955,-0.011990703,-0.778046303,0.628034753,0.218877348,-0.230823613,-0.476677979,-0.039569958,-0.010665044,-1.083595105
33.202,0.200994024,2.210952997,-18.38865186,-0.009338986,-0.012257354,-0.794132798,0.607548878,0.209051025,-0.237783955,-0.475700769,-0.007167015,0.014367058,-0.974718865
33.252,0.211201838,2.198978705,-18.41242412,-0.009694316,-0.011238332,-0.807358448,0.589874611,0.199296762,-0.241485769,-0.475270819,0.050145164,0.028664673,-0.803286215
33.302,0.220879801,2.186781706,-18.43618518,-0.009478606,-0.009127418,-0.818194116,0.57479147,0.188224708,-0.245903908,-0.475245836,0.089654734,0.031566582,-0.712355833
33.352,0.230001676,2.174410352,-18.45995541,-0.008750545,-0.006571828,-0.828388101,0.560047671,0.177103171,-0.248564114,-0.475601585,0.101140713,0.018150689,-0.735684797
33.402,0.238558611,2.161913702,-18.48374933,-0.007798941,-0.004444263,-0.838967489,0.544107506,0.1654773,-0.251460091,-0.4761444,0.070445405,-0.000318166,-0.793387624
33.452,0.246507684,2.149233886,-18.50757051,-0.007214603,-0.003586694,-0.849966798,0.526774645,0.152803445,-0.255771744,-0.476663583,0.004166222,-0.011780086,-0.845244457
33.502,0.253809864,2.136330362,-18.53141393,-0.007439175,-0.004333223,-0.861271898,0.50807145,0.139937071,-0.259951631,-0.477028966,-0.066372171,-0.015048444,-0.903951003
33.552,0.260479556,2.123239624,-18.55527056,-0.008398739,-0.006324987,-0.872914787,0.487759398,0.127318037,-0.263525883,-0.477195849,-0.110033239,-0.012412964,-0.964036979
33.602,0.266515791,2.109968272,-18.57912563,-0.009764897,-0.008710097,-0.884671645,0.466030967,0.1146369,-0.267263489,-0.476893502,-0.110713687,-0.003548766,-1.004688343
33.652,0.271903497,2.096483516,-18.60295131,-0.011147029,-0.010492933,-0.896147991,0.443491173,0.101159318,-0.272240042,-0.476151088,-0.073442519,0.009666849,-1.012174885
33.702,0.276639389,2.082785126,-18.62674368,-0.012065973,-0.010929098,-0.906634896,0.421601866,0.089711153,-0.274482656,-0.475661645,0.003735549,0.006467673,-0.905282788
33.752,0.280878638,2.069049566,-18.65052446,-0.011657595,-0.009597356,-0.915059798,0.403035429,0.079866899,-0.275511302,-0.475619441,0.086523717,-0.015054469,-0.738307169
33.802,0.284610954,2.055226212,-18.67430323,-0.010078334,-0.007050937,-0.921926251,0.387170117,0.070308796,-0.27684372,-0.475437098,0.134215458,-0.036731974,-0.677964873
33.852,0.287906099,2.041383784,-18.6980639,-0.007841893,-0.004081173,-0.928559669,0.371077875,0.061731333,-0.276870033,-0.475031694,0.13500787,-0.046640013,-0.721331862
33.902,0.290748236,2.027535567,-18.7218098,-0.005919208,-0.00174431,-0.935419889,0.353484867,0.052276079,-0.276949355,-0.474873912,0.081771414,-0.033867329,-0.791226339
33.952,0.293124842,2.013713589,-18.74555526,-0.005086264,-0.000857902,-0.942624363,0.333815375,0.043353446,-0.275665279,-0.474962357,0.001668661,-0.009097276,-0.884645865
34.002,0.295063498,1.999996046,-18.76930675,-0.00557733,-0.00159944,-0.950140261,0.311768857,0.034209216,-0.273053312,-0.475082896,-0.072493702,0.022635748,-0.968661837
34.052,0.296497372,1.986414362,-18.79306229,-0.007314771,-0.003481833,-0.957606311,0.287966186,0.02333889,-0.270397315,-0.4751214,-0.115016729,0.053345187,-1.019884307
34.102,0.297417167,1.972978186,-18.81681868,-0.0095725,-0.005660741,-0.964570706,0.263589978,0.015097128,-0.266635665,-0.475157821,-0.105913576,0.048026171,-0.979160756
34.152,0.298047789,1.959784723,-18.84058129,-0.010829596,-0.007140538,-0.970351222,0.24135086,0.010130386,-0.261392776,-0.475363994,-0.046558526,0.002202458,-0.864548414
34.202,0.298397258,1.946827389,-18.86435841,-0.010421893,-0.007268779,-0.975121606,0.22130613,0.003865204,-0.257380843,-0.475734177,0.025165406,-0.049568126,-0.802150569
34.252,0.298389765,1.93403559,-18.88815862,-0.008586655,-0.006093882,-0.979390379,0.201701811,-0.004144916,-0.254422523,-0.476283748,0.07841132,-0.081443222,-0.810972004
34.302,0.297951135,1.921400046,-18.91198827,-0.006214266,-0.004052605,-0.983418103,0.181200978,-0.012998796,-0.250987336,-0.476856273,0.101330224,-0.079000078,-0.86525606
34.352,0.297092515,1.908963203,-18.9358433,-0.004245449,-0.001787527,-0.987295649,0.158827211,-0.020734633,-0.246466879,-0.477317786,0.090876554,-0.050094909,-0.952282097
34.402,0.295896975,1.896782127,-18.95972281,-0.003265817,-1.45E-05,-0.990973132,0.134020839,-0.026656611,-0.240879024,-0.477853488,0.051769152,-0.009615834,-1.048578006
34.452,0.294427436,1.884894737,-18.98363,-0.003481768,0.000712832,-0.994257194,0.106957944,-0.031898074,-0.234800614,-0.478406725,-0.00170047,0.031623609,-1.124855656
34.502,0.292718153,1.873321137,-19.00755972,-0.004654405,0.000232844,-0.996856524,0.079090788,-0.035198146,-0.228309162,-0.478645266,-0.05030701,0.048605694,-1.070162438
34.552,0.290991417,1.862076089,-19.03148479,-0.005628131,-0.001273876,-0.998478802,0.054834139,-0.033514799,-0.221811108,-0.478339758,-0.079486484,0.014805438,-0.879966242
34.602,0.289375003,1.851144735,-19.05539286,-0.005447741,-0.003200825,-0.999366984,0.035010105,-0.031819994,-0.215780271,-0.478027782,-0.077395137,-0.036301166,-0.723992469
34.652,0.287728218,1.840500909,-19.07929048,-0.004245618,-0.004728982,-0.999813058,0.018260886,-0.034718963,-0.210248106,-0.477912533,-0.045998016,-0.061579461,-0.628834407
34.702,0.285831627,1.830129766,-19.10318723,-0.002867898,-0.005227429,-0.999977337,0.003126494,-0.041205403,-0.204786275,-0.477987288,0.002813387,-0.050671805,-0.594058249
34.752,0.283577028,1.820030608,-19.12709254,-0.002099612,-0.004481286,-0.999915946,-0.011983746,-0.048729365,-0.199474571,-0.478241018,0.049450822,-0.015780254,-0.622703625
34.802,0.280931677,1.810190889,-19.1510141,-0.002388369,-0.002823763,-0.999591382,-0.028344145,-0.056832869,-0.194233981,-0.478622402,0.075899337,0.029889273,-0.68835317
34.852,0.277884699,1.800628001,-19.17495676,-0.00374115,-0.00085514,-0.998903191,-0.046665692,-0.06453973,-0.188440987,-0.479073694,0.076400876,0.064650358,-0.779650685
34.902,0.274487389,1.791366063,-19.19892292,-0.005586781,0.000764882,-0.997702431,-0.067513428,-0.070881954,-0.182191537,-0.479556558,0.051008958,0.070372791,-0.888414915
34.952,0.270797115,1.78243496,-19.2229135,-0.007121613,0.001566639,-0.995822489,-0.091018677,-0.076532829,-0.175147289,-0.480045067,0.011302149,0.047689194,-0.990553977
35.002,0.266790613,1.773890918,-19.24691876,-0.007832151,0.0014248,-0.993152537,-0.116553276,-0.083976425,-0.16668268,-0.479999911,-0.029896633,0.017357023,-1.051934556
35.052,0.26232646,1.765800635,-19.27090063,-0.007818333,0.000418706,-0.989698236,-0.142954891,-0.094702175,-0.157236482,-0.479222688,-0.06283317,0.000237973,-1.071633986
35.102,0.257274516,1.758177829,-19.29483825,-0.007483105,-0.001148373,-0.985550943,-0.169209999,-0.106800692,-0.148210099,-0.47838184,-0.07673642,-0.004366685,-1.043714144
35.152,0.251631156,1.751005,-19.31874304,-0.007091588,-0.002665266,-0.980940811,-0.194159035,-0.11848777,-0.138823675,-0.477878217,-0.058065481,-0.004547599,-0.987263264
35.202,0.245386809,1.744338987,-19.34262305,-0.006970214,-0.003311408,-0.975985337,-0.217699503,-0.13103576,-0.128046347,-0.477238616,-0.006270261,0.003637405,-0.944315297
35.252,0.238504186,1.73822712,-19.3664633,-0.007420213,-0.002578296,-0.970595997,-0.240586167,-0.143455259,-0.116988206,-0.476471872,0.052208811,0.013913042,-0.946181918
35.302,0.231021162,1.732674618,-19.39026454,-0.008385616,-0.000693719,-0.964571692,-0.263686654,-0.155657697,-0.105199959,-0.475460439,0.093470015,0.023773766,-0.960095491
35.352,0.222882833,1.727773885,-19.4139972,-0.009848219,0.001824028,-0.957980244,-0.286659271,-0.169588622,-0.090977969,-0.473883312,0.110000232,0.039311971,-0.950810808
35.402,0.21406557,1.723606729,-19.43765305,-0.011562616,0.004158559,-0.950819782,-0.309500816,-0.181869685,-0.076634521,-0.472506037,0.084186607,0.043315531,-0.976258243
35.452,0.2047094,1.720127308,-19.4612539,-0.012773091,0.00545558,-0.942747447,-0.33321815,-0.191841682,-0.063006845,-0.471633948,0.024453322,0.031721894,-1.025548547
35.502,0.194876016,1.71735146,-19.48482156,-0.013088856,0.005383263,-0.93369728,-0.357783581,-0.200987502,-0.048425484,-0.471152448,-0.038633277,0.014814424,-1.065220953
35.552,0.18461217,1.71533168,-19.50837439,-0.012506812,0.004216904,-0.923677459,-0.382943533,-0.208998279,-0.03284891,-0.47102241,-0.080412306,-0.002249513,-1.098316941
35.602,0.173969732,1.714113822,-19.53192869,-0.011385167,0.002650985,-0.912708934,-0.408443084,-0.216452237,-0.016297206,-0.471180384,-0.084165963,-0.010185622,-1.115967851
35.652,0.162960104,1.713762097,-19.55549584,-0.010418698,0.001524299,-0.900961219,-0.43377184,-0.223445297,0.001749267,-0.471512974,-0.04537786,-0.006970808,-1.115088767
35.702,0.151700667,1.714319661,-19.57907018,-0.010021608,0.001555578,-0.888795284,-0.458192199,-0.225523102,0.019486468,-0.471272534,0.012084787,-0.013684283,-1.054358088
35.752,0.14046795,1.715743909,-19.60260101,-0.010007311,0.002881853,-0.877003425,-0.480371254,-0.223867809,0.037138004,-0.469794851,0.061505743,-0.020141469,-0.96294729
35.802,0.129315031,1.718097226,-19.62602679,-0.01057679,0.005025726,-0.865670742,-0.500476813,-0.222255695,0.055880202,-0.467202607,0.090037535,-0.008125189,-0.900872094
