timestamp,thrust_0,thrust_1,thrust_2,thrust_3,thrust_4,thrust_5
45.702,-1.752578233,4.387602188,0.61006066,-2.150344056,1.013301085,5.125275243
45.752,-0.248252259,4.430953726,0.005704335,-1.841799211,1.416405089,5.271150622
45.802,-0.650525443,4.713408182,0.043670601,-2.481080175,1.434980277,5.386176314
45.852,-1.347709818,4.944274823,0.425527933,-3.095804408,1.638818222,5.476618372
45.902,-1.605215955,5.127897216,0.019572555,-3.621630114,1.90242402,5.547576309
45.952,-2.099869186,5.273221411,-0.012297604,-4.059697831,2.272248707,5.603154767
46.002,-2.748118884,5.38780651,0.156762407,-4.418184337,2.455226455,5.646631197
46.052,-3.326316648,5.477898563,0.707480256,-4.707878429,2.778089189,5.680607057
46.102,-3.629921584,5.548579748,0.584437498,-4.939863728,1.092950685,5.707138074
46.152,-3.781836586,5.603940143,0.689869018,-5.124398457,0.992587583,5.273792524
46.202,-4.169807365,5.647245212,1.091817119,-5.270458124,0.484576731,5.352506921
46.252,-4.507492118,5.681086686,1.685973888,-5.38563114,0.61150522,5.297320074
46.302,-3.648163301,5.707512478,0.346376548,-5.476190237,1.123122186,5.38837387
46.352,-3.171059692,5.728135379,-0.000574591,-5.547240723,1.746288132,5.4783441
46.402,-0.890281072,5.322774011,-0.297435187,-2.893102081,1.062963685,5.548928962
46.452,-0.06397031,5.376774274,-0.916816691,-3.100973123,1.134502785,5.405418379
46.502,-0.290091835,5.469234101,-1.421042952,-3.620986375,1.190863212,5.475918428
46.552,-0.86308601,5.541787856,-0.477463711,-4.059167025,1.391983884,5.547027668
46.602,-0.709619132,5.598623924,-0.868094586,-4.417753075,1.348979678,5.369296841
46.652,-0.940808929,5.643088749,-0.845242553,-4.707531724,1.493625187,5.177973708
46.702,-1.60417401,5.677839811,-0.067086144,-4.93958714,2.087312336,5.281900902
46.752,-2.307858958,5.704977854,0.109593383,-5.124179063,2.087312336,5.394638507
46.802,-1.434960707,5.7261578,-0.000381648,-5.270284841,2.413054857,5.483263242
46.852,-1.018568064,5.74267994,-0.141316815,-5.38549472,2.454253093,5.552784399
46.902,-1.513562065,5.755563883,-0.031393576,-5.476083104,3.037039256,5.607230884
46.952,-2.209383741,5.765607907,0.057448692,-5.547156748,3.572062997,5.649817842
47.002,-2.857368365,5.773436266,0.442739704,-5.602826379,3.369081559,5.683096196
47.052,-3.419657475,5.779536677,1.09248688,-5.646374456,3.400641208,5.709081091
47.102,-1.488086592,5.784289913,0.352488534,-3.367592706,2.790229676,5.729359202
47.152,-0.261434992,5.78799309,-0.004954221,-3.174090573,2.565042572,5.745176711
47.202,-0.743711053,5.790877949,0.161735168,-3.650741018,2.804692817,5.757510503
47.252,-1.450563924,5.793125176,0.715666926,-4.083688756,3.260005242,5.76712523
47.302,-2.163101804,5.794875621,0.746872613,-4.437668702,3.47253655,5.774618743
47.352,-2.816309279,5.796239052,1.060634032,-4.723538222,3.803397918,5.780458067
47.402,-3.38463907,5.797301004,1.751062618,-4.952353969,3.677288259,5.785007781
47.452,-3.863410837,5.79812812,2.444017541,-5.134304419,3.878999417,5.788552342
47.502,-1.170543231,5.79877232,0.578431538,-2.213034016,3.618064493,5.7913136
47.552,-0.172886323,5.799274048,0.003546017,-1.802591033,3.489737741,5.793464527
47.602,-0.519920279,5.79966481,0.181509453,-2.386526052,2.856470453,5.795139946
47.652,-1.19754552,5.799969144,0.747473955,-3.013305408,2.923327653,5.796444932
47.702,-1.91829873,5.800206165,1.454654394,-3.55200586,2.550865435,5.797461358
47.752,-2.596693314,5.800390761,2.166990991,-4.002214931,2.64830423,5.798253013
47.802,-3.196034953,5.800534526,2.819764891,-4.371439638,2.812009374,5.798869592
47.852,-3.70587086,5.800646492,3.387589117,-4.670274526,3.125421892,5.799349807
47.902,-3.223290231,5.800733692,1.089172263,-4.909850492,2.789755878,5.799723812
47.952,-2.931305043,5.800801604,0.183816233,-5.100583003,2.583563835,5.800015097
48.002,-3.425396043,5.800854494,0.000948595,-5.251643076,2.439070967,5.800241954
48.052,-3.897295656,5.800895685,0.050099226,-5.370815685,2.535751986,5.800418634
48.102,-4.279280419,5.800927764,3.40E-05,-5.464553522,2.937266577,5.800556234
48.152,-4.595465825,5.800952748,0.073203528,-5.538118341,3.40830084,5.800663398
48.202,-2.11725868,5.800972205,-0.011872675,-3.138859431,2.870541507,5.800746859
48.252,-0.705045718,5.800987359,-0.381461367,-2.819693911,2.709504404,5.800811858
48.302,-0.060101835,5.80099916,-1.027736388,-2.989470888,2.966392952,5.80086248
48.352,-0.158091153,5.801008351,-1.410689104,-3.456460152,3.340572649,5.800901904
48.402,-0.412251693,5.801015509,-1.913291874,-3.923085395,3.090974344,5.800932608
48.452,-0.9927495,5.801021084,-1.107061339,-4.3069516,3.074369579,5.80095652
48.502,-1.712796066,5.801025426,-0.287277155,-4.618315366,3.538585065,5.800975143
48.552,-2.408742803,5.801028807,-0.000420441,-4.868331825,3.987566113,5.800989647
48.602,-3.032733785,5.80103144,0.258070455,-5.067609659,2.902020807,5.801000942
48.652,-3.568426152,5.801033491,0.861929894,-5.225576094,2.695273864,5.801009739
48.702,-1.532255181,5.801035088,0.07078797,-5.18980118,3.162390824,5.80101659
48.752,-0.570538933,5.801036332,-0.105988171,-5.309734854,3.67217059,5.801021926
48.802,-0.016409223,5.801037301,-0.618285093,-5.033344678,3.95990933,5.801026081
48.852,0.028767435,5.801038055,-1.280724314,-5.169236099,4.221537761,5.801029317
48.902,-0.073149543,5.801038643,-1.91104192,-5.305853972,4.227675259,5.801031838
48.952,-0.544219149,5.8010391,-1.886027604,-5.413486318,4.152541363,5.801033801
49.002,-1.226106236,5.801039457,-1.050437603,-5.498059078,1.877266739,5.801035329
49.052,-1.946386813,5.801039734,-0.274300037,-5.56437846,1.710757948,5.80103652
49.102,-2.622113492,5.80103995,-0.003116161,-5.616303444,2.331773283,5.801037447
49.152,-3.217982454,5.801040119,0.093792496,-5.656909697,2.96530514,5.801038169
49.202,-3.724267781,5.80104025,0.367284578,-5.688635192,3.489007617,5.801038731
49.252,-4.144172196,5.801040352,0.681339053,-5.713404481,3.780863054,5.801039169
49.302,-3.960462177,5.801040431,0.041981991,-5.592635736,3.015673919,5.80103951
49.352,-3.807928127,5.801040493,-0.139273467,-5.615929079,2.742003974,5.801039776
49.402,-3.380281724,5.801040542,-0.678003241,-5.53110372,2.27879838,5.801039983
49.452,-3.435435563,5.801040579,-1.259876617,-5.575199926,2.201909637,5.801040144
49.502,-2.872944435,5.801040608,-1.938140732,-5.446347596,2.643553933,5.80104027
49.552,-3.012270603,5.801040631,-2.334034377,-5.498208484,3.099311767,5.801040367
49.602,-2.660605357,5.801040649,-2.94284912,-5.028539113,2.074514622,5.801040443
49.652,-3.058389666,5.801040663,-3.214718112,-5.133554165,1.902892189,5.801040503
49.702,-3.570369433,5.801040673,-2.674385603,-5.277688753,2.297573358,5.801040549
49.752,-4.017390599,5.801040682,-1.127865707,-5.391323106,2.697912501,5.801040585
49.802,-4.38378863,5.801040688,-0.250302467,-5.480659991,3.171841243,5.801040613
49.852,-4.680213495,5.801040693,-0.007706969,-5.550744119,3.520205048,5.801040635
49.902,-1.507645496,5.501910537,-0.29368826,-2.029208259,3.440865124,5.801040652
49.952,-0.320515147,5.53317338,-0.911684394,-0.913603945,3.453375182,5.801040665
50.002,-0.259389682,5.591880057,-1.629150762,-1.305578111,3.316432097,5.801040675
50.052,-0.783762265,5.637815448,-1.607800293,-2.001685106,3.344534541,5.801040683
50.102,-1.493873304,5.673720119,-0.260010678,-2.671984414,2.971883952,5.801040689
50.152,-2.204180797,5.701761647,0.018399798,-3.260949146,3.024122796,5.801040694
50.202,-2.852759397,5.723648291,0.407563688,-3.760233535,3.529377872,5.801040698
50.252,-3.415730223,5.740722667,1.060813558,-4.173700658,3.983500768,5.801040701
50.302,-3.889264571,5.754037819,1.781953139,-4.510644417,3.736140647,5.801040703
50.352,-4.279338006,5.764418353,2.472397086,-4.782115163,3.658565928,5.801040705
50.402,-1.422190451,5.717955177,0.64973365,-3.753729364,3.60513017,5.801040706
50.452,-0.169639367,5.727512027,0.009023966,-3.360104277,3.613194545,5.801040708
50.502,-0.549480589,5.74373612,0.24255285,-3.764559177,3.85059872,5.801040708
50.552,-1.232249585,5.75638735,0.24255285,-3.764559177,3.85059872,5.801040708
50.602,-1.952412059,5.766249778,1.150087235,-4.513517576,4.216986454,5.80104071
50.652,-2.627558543,5.773936492,1.451272196,-4.784419043,4.139508329,5.80104071
50.702,-3.22267953,5.779926457,1.697705875,-5.000865614,4.125183271,5.80104071
50.752,-3.728202727,5.784593598,1.912076975,-5.172751062,4.170974454,5.80104071
50.802,-2.864627335,5.788229676,0.410670095,-5.105985912,4.276800777,5.801040711
50.852,-2.671766576,5.791062247,-0.001134537,-5.232436795,4.160687959,5.801040711
50.902,-3.188367326,5.793268735,-0.158864142,-5.35568587,2.179724528,5.801040711
50.952,-3.699439558,5.794987442,-0.263147498,-5.452666118,1.959812831,5.801040711
51.002,-1.101880647,5.796326148,-0.823562286,-2.372426818,2.581087012,5.801040711
51.052,-0.40100297,5.797368841,-1.53643549,-2.200494344,2.995911003,5.801040711
51.102,-0.956166891,5.798180955,-0.25843726,-2.807876754,3.459102605,5.801040711
51.152,-1.675230468,5.79881347,0.018727714,-3.377438045,3.835352928,5.801040711
51.202,-2.373982399,5.799306098,0.408761189,-3.857418274,3.092580629,5.801040711
51.252,-3.002323837,5.79968977,1.062317599,-4.253308272,2.807676549,5.801040711
51.302,-3.542717947,5.799988584,0.192412452,-4.575020529,2.70708527,5.801040711
51.352,-3.99453542,5.800221306,-0.015431493,-4.83369344,2.573387677,5.801040711
51.402,-4.365188269,5.800402552,0.020769123,-5.040075048,2.963590901,5.801040711
51.452,-4.665241852,5.80054371,0.190782129,-5.203793546,3.164678741,5.801040711
51.502,-1.596761816,5.800653644,-0.010138582,-2.05505076,3.410427529,5.801040711
51.552,-0.419064075,5.800653644,-0.010138582,-2.05505076,3.410427529,5.801040711
